review_id,order_id,customer_id,rating,review_text,review_date
REV00268,ORD00198,CUST0227,5,"Great Product, Very Satisfied!",01-03-2024
REV00269,ORD00422,CUST0228,4,Good Value For Money.,01-06-2023
REV00270,ORD00878,CUST0136,2,"Poor Quality, Waste Of Money.",03-15-2023
REV00271,ORD00164,CUST0241,1,,04-02-2023
REV00272,ORD00654,CUST0034,1,"Not As Described, Very Disappointed.",22-03-2023
REV00273,ORD00353,CUST0282,2,Delivery Was Late And Packaging Was Bad.,2024-09-11
REV00274,ORD00466,CUST0205,5,Good Value For Money.,2024-07-11
REV00275,ORD00018,CUST0217,5,"Great Product, Very Satisfied!",24-09-2023
REV00276,ORD00009,CUST0277,5,,2024-09-08
REV00277,ORD00302,CUST0148,2,Product Was Damaged On Arrival.,2023-01-03
REV00278,ORD00090,CUST0267,2,Product Was Damaged On Arrival.,13-01-2023
REV00279,ORD00630,CUST0075,4,Good Value For Money.,19-01-2023
REV00280,ORD00097,CUST0203,5,,2024-07-06
REV00281,ORD00574,CUST0166,1,,10-02-2023
REV00282,ORD00706,CUST0237,5,Good Value For Money.,13-02-2024
REV00283,ORD00565,CUST0062,5,"Great Product, Very Satisfied!",13-01-2023
REV00284,ORD00340,CUST0088,5,Good Value For Money.,04-03-2023
REV00285,ORD00110,CUST0269,4,"Loved It, Will Buy Again.",28-07-2023
REV00286,ORD00563,CUST0287,4,"Loved It, Will Buy Again.",07-14-2023
REV00287,ORD00119,CUST0164,4,Good Value For Money.,2024-06-03
REV00288,ORD00429,CUST0087,5,"Loved It, Will Buy Again.",09-11-2024
REV00289,ORD00840,CUST0018,3,,2023-05-01
REV00290,ORD00181,CUST0162,5,Good Value For Money.,24-07-2023
REV00291,ORD00336,CUST0095,5,"Loved It, Will Buy Again.",10-10-2023
REV00292,ORD00804,CUST0275,5,"Great Product, Very Satisfied!",04-09-2023
REV00293,ORD00866,CUST0118,1,Product Was Damaged On Arrival.,10-30-2023
REV00294,ORD00697,CUST0234,5,Excellent Quality And Fast Delivery.,09-07-2024
REV00295,ORD00294,CUST0229,5,"Great Product, Very Satisfied!",08-01-2024
REV00296,ORD00408,CUST0110,4,"Loved It, Will Buy Again.",28-02-2023
REV00297,ORD00118,CUST0287,5,Excellent Quality And Fast Delivery.,10-24-2023
REV00298,ORD00033,CUST0051,5,"Great Product, Very Satisfied!",07-09-2023
REV00299,ORD00794,CUST0247,5,"Loved It, Will Buy Again.",05-16-2023
REV00300,ORD00476,CUST0283,1,"Not As Described, Very Disappointed.",2024-01-20
REV00301,ORD00178,CUST0155,2,"Not As Described, Very Disappointed.",2024-01-29
REV00302,ORD00722,CUST0278,5,,05-12-2024
REV00303,ORD00057,CUST0195,1,"Not As Described, Very Disappointed.",19-02-2023
REV00304,ORD00271,CUST0273,3,"Loved It, Will Buy Again.",09-02-2023
REV00305,ORD00437,CUST0128,3,Good Value For Money.,2024-10-18
REV00306,ORD00419,CUST0052,2,"Poor Quality, Waste Of Money.",2024-08-24
REV00307,ORD00875,CUST0069,3,Excellent Quality And Fast Delivery.,2023-06-18
REV00308,ORD00056,CUST0219,5,Excellent Quality And Fast Delivery.,2023-05-19
REV00309,ORD00712,CUST0087,2,"Poor Quality, Waste Of Money.",16-04-2024
REV00310,ORD00839,CUST0083,2,,11-08-2024
REV00311,ORD00576,CUST0198,2,Product Was Damaged On Arrival.,2024-03-16
REV00312,ORD00249,CUST0088,1,Delivery Was Late And Packaging Was Bad.,19-05-2024
REV00313,ORD00535,CUST0259,2,"Poor Quality, Waste Of Money.",27-08-2024
REV00314,ORD00147,CUST0184,1,"Poor Quality, Waste Of Money.",11-09-2024
REV00315,ORD00470,CUST0244,5,Good Value For Money.,2023-04-03
REV00316,ORD00089,CUST0295,5,"Great Product, Very Satisfied!",07-15-2024
REV00317,ORD00683,CUST0033,4,Good Value For Money.,17-10-2023
REV00318,ORD00092,CUST0239,5,"Loved It, Will Buy Again.",03-12-2024
REV00319,ORD00180,CUST0223,1,Product Was Damaged On Arrival.,11-19-2023
REV00320,ORD00206,CUST0175,2,Product Was Damaged On Arrival.,04-16-2023
REV00321,ORD00591,CUST0169,4,Good Value For Money.,11-01-2023
REV00322,ORD00438,CUST0069,5,Excellent Quality And Fast Delivery.,2024-02-20
REV00323,ORD00889,CUST0102,4,Excellent Quality And Fast Delivery.,10-01-2024
REV00324,ORD00360,CUST0256,3,"Great Product, Very Satisfied!",2023-01-05
REV00325,ORD00583,CUST0149,2,"Not As Described, Very Disappointed.",04-03-2023
REV00326,ORD00129,CUST0244,5,"Great Product, Very Satisfied!",06-23-2024
REV00327,ORD00584,CUST0247,5,"Great Product, Very Satisfied!",2023-11-06
REV00328,ORD00597,CUST0228,4,Excellent Quality And Fast Delivery.,03-08-2024
REV00329,ORD00546,CUST0217,1,Delivery Was Late And Packaging Was Bad.,10-01-2024
REV00330,ORD00384,CUST0039,3,Good Value For Money.,2024-04-23
REV00331,ORD00012,CUST0202,4,"Loved It, Will Buy Again.",03-23-2023
REV00332,ORD00510,CUST0062,5,Good Value For Money.,08-08-2023
REV00333,ORD00440,CUST0031,4,"Loved It, Will Buy Again.",19-07-2023
REV00334,ORD00446,CUST0023,5,,07-26-2024
REV00335,ORD00638,CUST0115,5,,2024-04-24
REV00336,ORD00823,CUST0029,4,Excellent Quality And Fast Delivery.,2024-04-30
REV00337,ORD00733,CUST0064,5,Good Value For Money.,2024-10-19
REV00338,ORD00631,CUST0150,5,Excellent Quality And Fast Delivery.,03-18-2024
REV00339,ORD00391,CUST0265,4,Excellent Quality And Fast Delivery.,12-07-2024
REV00340,ORD00048,CUST0141,1,"Not As Described, Very Disappointed.",19-02-2024
REV00341,ORD00313,CUST0035,2,Product Was Damaged On Arrival.,17-05-2023
REV00342,ORD00182,CUST0222,4,Excellent Quality And Fast Delivery.,04-16-2024
REV00343,ORD00148,CUST0282,5,,03-25-2024
REV00344,ORD00451,CUST0084,1,,01-07-2024
REV00345,ORD00430,CUST0134,1,Product Was Damaged On Arrival.,2023-01-23
REV00346,ORD00599,CUST0114,4,"Great Product, Very Satisfied!",22-08-2023
REV00347,ORD00739,CUST0128,2,"Poor Quality, Waste Of Money.",2024-05-21
REV00348,ORD00393,CUST0031,,,06-12-2023
REV00349,ORD00026,CUST0133,1,"Poor Quality, Waste Of Money.",05-10-2023
REV00350,ORD00616,CUST0175,1,Delivery Was Late And Packaging Was Bad.,2024-09-15
REV00351,ORD00867,CUST0209,4,,01-04-2023
REV00352,ORD00341,CUST0244,4,Excellent Quality And Fast Delivery.,18-03-2024
REV00353,ORD00243,CUST0300,4,"Loved It, Will Buy Again.",2023-07-28
REV00354,ORD00008,CUST0196,2,,02-12-2024
REV00355,ORD00375,CUST0126,,"Loved It, Will Buy Again.",04-01-2023
REV00356,ORD00512,CUST0264,5,Good Value For Money.,05-02-2023
REV00357,ORD00210,CUST0128,5,Good Value For Money.,08-11-2023
REV00358,ORD00699,CUST0222,5,Good Value For Money.,10-17-2024
REV00359,ORD00806,CUST0276,2,Product Was Damaged On Arrival.,01-19-2023
REV00360,ORD00648,CUST0223,5,Good Value For Money.,06-03-2024
REV00361,ORD00704,CUST0259,2,,16-03-2024
REV00362,ORD00758,CUST0131,1,Product Was Damaged On Arrival.,04-06-2024
REV00363,ORD00359,CUST0069,2,"Poor Quality, Waste Of Money.",10-17-2023
REV00364,ORD00888,CUST0182,4,Good Value For Money.,2023-08-02
REV00365,ORD00086,CUST0169,5,Excellent Quality And Fast Delivery.,08-07-2024
REV00366,ORD00862,CUST0005,5,,2024-09-04
REV00367,ORD00420,CUST0181,2,,05-02-2023
REV00368,ORD00174,CUST0079,4,"Great Product, Very Satisfied!",08-11-2024
REV00369,ORD00168,CUST0014,4,"Loved It, Will Buy Again.",10-08-2023
REV00370,ORD00711,CUST0091,4,Excellent Quality And Fast Delivery.,2024-01-26
REV00371,ORD00104,CUST0096,4,"Great Product, Very Satisfied!",2024-12-21
REV00372,ORD00887,CUST0056,1,"Poor Quality, Waste Of Money.",14-12-2023
REV00373,ORD00774,CUST0096,,Product Was Damaged On Arrival.,12-02-2024
REV00374,ORD00188,CUST0018,5,Excellent Quality And Fast Delivery.,28-08-2024
REV00375,ORD00404,CUST0072,5,Good Value For Money.,14-10-2024
REV00376,ORD00464,CUST0145,2,Delivery Was Late And Packaging Was Bad.,12-13-2024
REV00377,ORD00777,CUST0064,3,,12-05-2023
REV00378,ORD00522,CUST0220,5,,01-03-2023
REV00379,ORD00402,CUST0043,5,,2024-02-02
REV00380,ORD00613,CUST0169,5,"Great Product, Very Satisfied!",19-09-2023
REV00381,ORD00397,CUST0077,5,Good Value For Money.,05-09-2024
REV00382,ORD00577,CUST0284,5,"Great Product, Very Satisfied!",03-14-2024
REV00383,ORD00410,CUST0058,5,Good Value For Money.,17-07-2023
REV00384,ORD00157,CUST0138,1,,07-26-2023
REV00385,ORD00858,CUST0251,3,"Great Product, Very Satisfied!",05-25-2023
REV00386,ORD00283,CUST0094,1,Delivery Was Late And Packaging Was Bad.,04-03-2024
REV00387,ORD00079,CUST0179,4,Good Value For Money.,21-02-2024
REV00388,ORD00670,CUST0071,4,"Loved It, Will Buy Again.",13-02-2024
REV00389,ORD00595,CUST0193,4,Good Value For Money.,26-06-2023
REV00390,ORD00869,CUST0147,5,"Loved It, Will Buy Again.",01-31-2024
REV00391,ORD00673,CUST0077,4,,27-06-2024
REV00392,ORD00227,CUST0004,4,"Great Product, Very Satisfied!",28-12-2023
REV00393,ORD00895,CUST0122,2,Product Was Damaged On Arrival.,06-11-2023
REV00394,ORD00892,CUST0282,1,,2023-10-31
REV00395,ORD00433,CUST0098,1,"Not As Described, Very Disappointed.",07-01-2024
REV00396,ORD00139,CUST0195,1,,2024-04-26
REV00397,ORD00405,CUST0062,,Delivery Was Late And Packaging Was Bad.,2023-07-18
REV00398,ORD00615,CUST0172,5,Good Value For Money.,08-06-2023
REV00399,ORD00151,CUST0079,3,Excellent Quality And Fast Delivery.,19-02-2023
REV00400,ORD00548,CUST0235,3,,12-03-2023
REV00401,ORD00240,CUST0167,,,2024-10-15
REV00402,ORD00425,CUST0069,2,,08-12-2024
REV00403,ORD00730,CUST0163,4,Good Value For Money.,2023-10-03
REV00404,ORD00617,CUST0038,1,"Poor Quality, Waste Of Money.",14-01-2023
REV00405,ORD00082,CUST0049,4,"Great Product, Very Satisfied!",01-22-2024
REV00406,ORD00297,CUST0252,2,,11-26-2023
REV00407,ORD00620,CUST0222,5,Excellent Quality And Fast Delivery.,2023-12-11
REV00408,ORD00328,CUST0176,,Delivery Was Late And Packaging Was Bad.,14-09-2023
REV00409,ORD00107,CUST0155,4,"Great Product, Very Satisfied!",29-12-2023
REV00410,ORD00186,CUST0035,4,,01-18-2023
REV00411,ORD00547,CUST0214,1,"Poor Quality, Waste Of Money.",07-31-2024
REV00412,ORD00607,CUST0027,5,"Loved It, Will Buy Again.",16-04-2024
REV00413,ORD00212,CUST0231,5,Good Value For Money.,2023-11-13
REV00414,ORD00478,CUST0292,5,"Loved It, Will Buy Again.",04-12-2024
REV00415,ORD00593,CUST0285,4,"Great Product, Very Satisfied!",13-05-2023
REV00416,ORD00784,CUST0030,2,,08-07-2024
REV00417,ORD00508,CUST0183,4,Excellent Quality And Fast Delivery.,2024-03-15
REV00418,ORD00656,CUST0165,2,,14-10-2023
REV00419,ORD00676,CUST0161,2,Delivery Was Late And Packaging Was Bad.,12-06-2024
REV00420,ORD00290,CUST0243,1,Delivery Was Late And Packaging Was Bad.,17-02-2024
REV00421,ORD00248,CUST0113,1,Product Was Damaged On Arrival.,2024-06-26
REV00422,ORD00155,CUST0218,2,,05-31-2023
REV00423,ORD00075,CUST0256,2,"Poor Quality, Waste Of Money.",2024-07-15
REV00424,ORD00065,CUST0280,5,Excellent Quality And Fast Delivery.,28-05-2023
REV00425,ORD00824,CUST0027,5,"Loved It, Will Buy Again.",2024-08-16
REV00426,ORD00161,CUST0046,4,Excellent Quality And Fast Delivery.,2024-08-09
REV00427,ORD00671,CUST0178,3,"Loved It, Will Buy Again.",07-09-2024
REV00428,ORD00637,CUST0233,3,,02-04-2024
REV00429,ORD00873,CUST0271,5,Good Value For Money.,03-06-2024
REV00430,ORD00108,CUST0104,2,"Poor Quality, Waste Of Money.",2024-07-11
REV00431,ORD00158,CUST0020,5,Excellent Quality And Fast Delivery.,2024-08-20
REV00432,ORD00028,CUST0131,2,Delivery Was Late And Packaging Was Bad.,06-11-2023
REV00433,ORD00725,CUST0034,2,"Not As Described, Very Disappointed.",01-06-2024
REV00434,ORD00900,CUST0053,5,,24-01-2023
REV00435,ORD00215,CUST0297,3,"Loved It, Will Buy Again.",08-30-2024
REV00436,ORD00450,CUST0028,5,"Great Product, Very Satisfied!",2024-11-14
REV00437,ORD00705,CUST0107,5,Good Value For Money.,2024-07-13
REV00438,ORD00789,CUST0167,4,,10-21-2024
REV00439,ORD00696,CUST0021,1,,01-28-2023
REV00440,ORD00818,CUST0298,1,Delivery Was Late And Packaging Was Bad.,2024-09-02
REV00441,ORD00756,CUST0285,3,"Great Product, Very Satisfied!",07-05-2024
REV00442,ORD00598,CUST0184,1,Delivery Was Late And Packaging Was Bad.,18-08-2023
REV00443,ORD00078,CUST0286,5,,08-11-2024
REV00444,ORD00854,CUST0034,2,Product Was Damaged On Arrival.,03-06-2024
REV00445,ORD00812,CUST0171,4,"Loved It, Will Buy Again.",15-06-2024
REV00446,ORD00847,CUST0066,4,Good Value For Money.,05-13-2024
REV00447,ORD00819,CUST0084,1,Product Was Damaged On Arrival.,04-11-2024
REV00448,ORD00222,CUST0071,1,"Poor Quality, Waste Of Money.",28-11-2024
REV00449,ORD00537,CUST0064,2,Product Was Damaged On Arrival.,06-21-2024
REV00450,ORD00776,CUST0056,5,,12-06-2024
REV00451,ORD00310,CUST0002,5,Good Value For Money.,05-06-2024
REV00452,ORD00378,CUST0217,3,"Great Product, Very Satisfied!",2024-05-09
REV00453,ORD00680,CUST0207,1,"Not As Described, Very Disappointed.",2023-11-27
REV00454,ORD00183,CUST0051,4,"Loved It, Will Buy Again.",11-29-2023
REV00455,ORD00084,CUST0195,5,,10-16-2024
REV00456,ORD00447,CUST0221,2,,26-05-2023
REV00457,ORD00132,CUST0037,5,Good Value For Money.,01-01-2024
REV00458,ORD00295,CUST0100,5,Good Value For Money.,11-08-2024
REV00459,ORD00843,CUST0072,1,"Not As Described, Very Disappointed.",13-03-2024
REV00460,ORD00851,CUST0262,3,"Great Product, Very Satisfied!",19-09-2024
REV00461,ORD00625,CUST0053,5,Excellent Quality And Fast Delivery.,2023-08-02
REV00462,ORD00809,CUST0018,4,,24-12-2024
REV00463,ORD00837,CUST0093,5,Excellent Quality And Fast Delivery.,06-05-2024
REV00464,ORD00354,CUST0102,5,Excellent Quality And Fast Delivery.,01-04-2023
REV00465,ORD00655,CUST0261,2,"Poor Quality, Waste Of Money.",21-08-2023
REV00466,ORD00411,CUST0143,4,Good Value For Money.,2024-01-17
REV00467,ORD00646,CUST0057,5,Good Value For Money.,09-11-2023
REV00468,ORD00693,CUST0159,5,"Great Product, Very Satisfied!",04-11-2023
REV00469,ORD00775,CUST0099,2,Delivery Was Late And Packaging Was Bad.,06-05-2023
REV00470,ORD00849,CUST0131,5,,03-26-2023
REV00471,ORD00659,CUST0232,4,,04-01-2023
REV00472,ORD00064,CUST0257,1,"Not As Described, Very Disappointed.",2024-11-11
REV00473,ORD00729,CUST0199,5,,2023-10-21
REV00474,ORD00344,CUST0161,1,"Poor Quality, Waste Of Money.",2024-01-31
REV00475,ORD00364,CUST0277,5,,12-11-2024
REV00476,ORD00314,CUST0133,,"Poor Quality, Waste Of Money.",28-08-2024
REV00477,ORD00253,CUST0023,2,"Poor Quality, Waste Of Money.",2023-07-26
REV00478,ORD00657,CUST0254,1,Delivery Was Late And Packaging Was Bad.,01-31-2023
REV00479,ORD00101,CUST0162,5,Excellent Quality And Fast Delivery.,03-01-2024
REV00480,ORD00707,CUST0204,5,"Loved It, Will Buy Again.",03-01-2024
REV00481,ORD00282,CUST0234,,"Great Product, Very Satisfied!",08-02-2024
REV00482,ORD00498,CUST0217,2,"Not As Described, Very Disappointed.",18-05-2023
REV00483,ORD00272,CUST0034,4,Excellent Quality And Fast Delivery.,2023-02-10
REV00484,ORD00076,CUST0285,4,"Loved It, Will Buy Again.",03-07-2024
REV00485,ORD00238,CUST0027,4,,2024-04-08
REV00486,ORD00128,CUST0170,2,"Not As Described, Very Disappointed.",2024-02-18
REV00487,ORD00649,CUST0067,,Good Value For Money.,09-09-2023
REV00488,ORD00343,CUST0264,1,Delivery Was Late And Packaging Was Bad.,01-05-2024
REV00489,ORD00886,CUST0187,4,Excellent Quality And Fast Delivery.,2023-02-23
REV00490,ORD00120,CUST0294,2,"Not As Described, Very Disappointed.",2023-08-12
REV00491,ORD00753,CUST0098,5,,10-20-2024
REV00492,ORD00116,CUST0273,5,Good Value For Money.,16-10-2024
REV00493,ORD00456,CUST0289,5,"Loved It, Will Buy Again.",05-04-2023
REV00494,ORD00347,CUST0146,,"Great Product, Very Satisfied!",14-07-2024
REV00495,ORD00301,CUST0045,3,Excellent Quality And Fast Delivery.,07-03-2023
REV00496,ORD00653,CUST0251,4,Good Value For Money.,07-16-2024
REV00497,ORD00558,CUST0068,5,Excellent Quality And Fast Delivery.,2023-08-23
REV00498,ORD00482,CUST0231,2,Delivery Was Late And Packaging Was Bad.,09-03-2023
REV00499,ORD00258,CUST0083,4,Good Value For Money.,27-03-2023
REV00500,ORD00590,CUST0165,5,"Loved It, Will Buy Again.",02-06-2023
REV00501,ORD00371,CUST0194,1,Product Was Damaged On Arrival.,04-13-2024
REV00502,ORD00863,CUST0137,5,Good Value For Money.,2024-12-05
REV00503,ORD00573,CUST0200,4,"Great Product, Very Satisfied!",03-27-2024
REV00504,ORD00665,CUST0227,5,"Loved It, Will Buy Again.",23-02-2023
REV00505,ORD00735,CUST0104,1,Product Was Damaged On Arrival.,06-05-2024
REV00506,ORD00406,CUST0063,3,Good Value For Money.,2023-04-05
REV00507,ORD00779,CUST0005,2,"Not As Described, Very Disappointed.",2023-06-24
REV00508,ORD00275,CUST0267,3,"Loved It, Will Buy Again.",2024-04-12
REV00509,ORD00893,CUST0205,3,,11-24-2023
REV00510,ORD00208,CUST0200,4,Excellent Quality And Fast Delivery.,02-24-2023
REV00511,ORD00791,CUST0052,5,,14-03-2024
REV00512,ORD00133,CUST0123,4,"Great Product, Very Satisfied!",24-12-2024
REV00513,ORD00742,CUST0073,,"Loved It, Will Buy Again.",25-02-2023
REV00514,ORD00600,CUST0253,5,"Loved It, Will Buy Again.",08-12-2024
REV00515,ORD00051,CUST0069,1,"Poor Quality, Waste Of Money.",2023-10-23
REV00516,ORD00428,CUST0012,3,Good Value For Money.,02-23-2024
REV00517,ORD00023,CUST0076,3,"Great Product, Very Satisfied!",25-08-2024
REV00518,ORD00658,CUST0299,1,Product Was Damaged On Arrival.,13-09-2023
REV00519,ORD00047,CUST0164,1,"Not As Described, Very Disappointed.",2023-02-08
REV00520,ORD00083,CUST0019,4,Excellent Quality And Fast Delivery.,08-07-2023
REV00521,ORD00190,CUST0067,3,Good Value For Money.,2023-04-08
REV00522,ORD00160,CUST0144,3,"Great Product, Very Satisfied!",11-11-2023
REV00523,ORD00632,CUST0075,4,,28-06-2023
REV00524,ORD00800,CUST0196,4,,08-08-2023
REV00525,ORD00708,CUST0070,4,,26-02-2024
REV00526,ORD00043,CUST0071,4,Excellent Quality And Fast Delivery.,14-02-2024
REV00527,ORD00467,CUST0207,4,,27-06-2023
REV00528,ORD00096,CUST0166,2,Delivery Was Late And Packaging Was Bad.,25-02-2023
REV00529,ORD00127,CUST0133,4,"Loved It, Will Buy Again.",29-04-2024
REV00530,ORD00016,CUST0288,2,,07-01-2023
REV00531,ORD00883,CUST0221,4,Good Value For Money.,09-12-2023
REV00532,ORD00363,CUST0255,5,"Loved It, Will Buy Again.",09-03-2023
REV00533,ORD00859,CUST0145,2,Delivery Was Late And Packaging Was Bad.,2023-09-10
REV00534,ORD00027,CUST0010,2,Delivery Was Late And Packaging Was Bad.,14-01-2024
REV00535,ORD00525,CUST0085,4,"Loved It, Will Buy Again.",13-06-2023
REV00536,ORD00560,CUST0210,5,Good Value For Money.,22-11-2023
REV00537,ORD00785,CUST0206,4,Excellent Quality And Fast Delivery.,12-17-2024
REV00538,ORD00218,CUST0158,4,,13-09-2023
REV00539,ORD00767,CUST0046,2,"Not As Described, Very Disappointed.",02-02-2024
REV00540,ORD00123,CUST0201,5,Excellent Quality And Fast Delivery.,25-03-2023
